Image,Transcription,Length
002_121_001_02_02.png,the designation of the place is in different instances so different,67
002_121_001_02_03.png,and the number and length of the words in some instances so,59
002_121_001_02_05.png,considerable that less than the two full lines here reserved could,66
002_121_001_02_06.png,not have been allotted for the purpose . In the most common,59
002_121_001_02_07.png,"case the upper line of the two will serve for the Town , the other",66
002_121_001_02_09.png,[ 17 ]   [ One thousand eight hundred and one ... . ]  As a check and security,78
002_121_001_02_10.png,against accidental error as well as against criminal falsification,66
002_121_001_02_11.png,it seems material that in one part at least of the Note the Date,64
002_121_001_02_12.png,should be given in words at length in the form of the entry made,64
002_121_001_02_13.png,at the principal Office room for this purpose could not well be spared,70
002_121_001_02_14.png,in the place here in question the quantity of room is less fully  <gap/>,72
002_121_001_02_15.png,occupied the same observation is applicable to the designation of the,69
002_121_001_02_16.png,day and of the month which cannot but be left in blank for in,61
002_121_001_02_17.png,these cases it may not be of altogether equal importance,56
002_541_001_02_01.png,Ch . III . Grounds of Expectation with regard to the circulation etc of the,75
002_541_001_02_03.png,To enable this Paper to answer the expectations that have been,62
002_541_001_02_05.png,been formed of it six distinguishable results must take place :   _,67
002_541_001_02_06.png,1 . It must meet with purchasers to take it out in the way of issue .  _,72
002_541_001_02_07.png,2 . And that at the price proposed to be put upon it .,54
002_541_001_02_08.png,3 . It must be received in circulation  _,41
002_541_001_02_09.png,4 . _  And at that price  _,27
002_541_001_02_10.png,5 . _  And with an addition proportioned each day to the amount of Interest,75
002_541_001_02_12.png,6 . It must be depretiation proof :   _  being current on the above footing,75
002_541_001_02_13.png,and without discount not only at its birth but through every stage,66
002_541_001_02_15.png,7 . Its currency must be universal :   _  not confined to this or that,70
002_541_001_02_16.png,description of persons but extending to all descriptions .  _,61
002_541_001_02_17.png,Of its pretensions to the above attributes some judgment may,60
002_541_001_02_18.png,already have been formed from the preceding they will now,57
002_541_001_02_19.png,be subjected to a closer scrutiny .  _,38
002_579_001_02_02.png,(a)The distinction is material: for as fixed income comes,57
002_579_001_02_03.png,in in masses at the beginning of a period and professional &c,61
002_579_001_02_04.png,income in driblets day by day during the course of the same,59
002_579_001_02_05.png,period it will be found in calculation that on equal annual,59
002_579_001_02_06.png,amounts there will be twice as much to dispose of in any such,61
002_579_001_02_07.png,way as that in question in the former case as in the latter.,60
027_029_001_01_01.png,Happ : ss and Unhapp.ss Value of a Pain or Pleasure  ( 1,56
027_029_001_02_02.png,"1 . Of whatever nature a Pleasure be ; a pleasure of the Body , or a Plea-",74
027_029_001_02_03.png,"sure of the Mind ; a pleasure of enjoyment , a pleasure of possession ,",71
027_029_001_02_04.png,or a pleasure of Expectation ; a pleasure of the concupiscible appetites or,75
027_029_001_02_05.png,a pleasure of the irascible ; what we shall have to say of any pleasure,71
027_029_001_02_06.png,in the present chapter will be found equally to belong to all :  and so,71
027_029_001_02_10.png,A pleasure may be more or less intense :  hence we come to speak of its in-,75
027_029_001_02_12.png,"-tensity :  when its intensity is at a high degree , we may  ( preserving the same",82
027_029_001_02_14.png,expression )  that it is intenser when at a low degree we call it faint  .,74
027_029_001_02_16.png,"The time it lasts , is either long or short ; hence we have to speak of its  _",78
027_029_001_02_19.png,This is the case with every thing that is called Pleasure :  to exist it  _,75
027_029_001_02_20.png,must possess two qualities :  it must possess intensity ; it must possess Dura,78
027_029_001_02_21.png,-tion . They constantly belong to it ; they are essential to it :  it cannot be con-,84
027_029_001_02_22.png,ceived without them .,21
027_029_001_02_24.png,"Body , to exist , must in like manner possess three things :  length ,  _",73
027_029_001_02_25.png,breadth and thickness . They constantly belong to it :  it cannot be con-,73
027_029_001_02_26.png,ceived without them . Of them it is said in a certain sense to be compos ' d,76
027_029_001_02_27.png,Under them it is said to be comprised :  By them it is measured . Mathe,71
027_029_001_02_28.png,"maticians call them it ' s dimensions . Dimensions ""  comes from  "" Di-",71
027_029_001_02_29.png,"mitior ""  .  "" dimitior ""  is  "" to measure ""  .",48
027_029_001_02_32.png,Of Mathematicians let us borrow the appellation :  and let us saying ;,70
027_029_001_02_33.png,Pleasure is comprised under two dimensions . Intensity and Dura,63
027_029_001_03_01.png,Happ : ss and Unhapp.ss their Dimensions . Value of a Pain or Pleasure .,72
035_320_001_02_02.png,is that of the recapitulatory examination,41
035_320_001_02_03.png,otherwise called Quasi Trial .,30
035_320_001_02_04.png,Art . 4 . The original examination performed,44
035_320_001_02_05.png,by the Judge alone :  the recapitulatory is per-,48
035_320_001_02_06.png,formed by the reconsideration of all evidence,45
035_320_001_02_07.png,delivered in the course of the original exami-,46
035_320_001_02_08.png,nation :  together with the consideration of any,48
035_320_001_02_09.png,such argumentation as is on this occasion made :,48
035_320_001_02_10.png,"the sources of evidence , if more than one , are",48
035_320_001_02_11.png,now confronted and compared .,29
035_320_001_02_12.png,"Art . 5 . The recapitulatory examination , the",46
035_320_001_02_13.png,Judge for his own satisfaction or that of the par-,50
035_320_001_02_14.png,"-ties , has power to perform",28
035_320_001_02_15.png,:  at the requisition of a party on either,42
035_320_001_02_16.png,"side , he is bound to perform it .",34
035_320_001_02_17.png,"Art . 6 . When it is of his own motion , no de-",47
035_320_001_02_18.png,finitive decree is pronounced :  when it is in com-,51
035_320_001_02_19.png,"-pliance with requisition as above , both defini-",49
035_320_001_02_20.png,"tive decrees are provisionally pronounced , & to",48
035_320_001_02_21.png,"them , the requisition makes reference .",40
035_320_001_02_22.png,Art . 7 . The provisionally definitive decrees,46
035_320_001_02_23.png,"being pronounced , the Judge puts its to the several",52
035_321_001_02_02.png,parties whether or no Quasi-Trial shall have,44
035_321_001_02_03.png,"place: if any one says yes, he appoints day &",45
035_321_001_02_04.png,"hour: earlier or ulterior time, if applied for, are",51
035_321_001_02_05.png,granted by him or refused: if Quasi Trial be,44
035_321_001_02_06.png,"not applied for, the provisional decrees, from",46
035_321_001_02_07.png,"provisional, become absolute.",29
035_321_001_02_08.png,Art. 8. The Quasi Trial is performed at,39
035_321_001_02_09.png,one Sitting or if more be necessary at divers sittings:,55
035_321_001_02_10.png,but unless for special and extraordinary reason as-,51
035_321_001_02_11.png,"-signed, it is gone through at one sitting, unless",50
035_321_001_02_12.png,the whole time employable at that one Sitting,45
035_321_001_02_13.png,has been consumed before the suit has thus been,47
035_321_001_02_14.png,rendered ripe for definitive decrees.,37
035_321_001_02_15.png,Art. 9. At this recapitulatory examination,42
035_321_001_02_16.png,"no evidence is receivable, that was not exhibited",49
035_321_001_02_17.png,in the course of the original examination.,42
035_321_001_02_18.png,Art. 10. At this Quasi Trial may be re-,39
035_321_001_02_19.png,-argued and reconsidered or for the first time ar-,50
035_321_001_02_20.png,"gued and considered, the question of law.",41
035_321_001_02_21.png,Art. 11. The incidental occasional on,37
035_321_001_02_22.png,which a hearing before a Quasi Jury has place,45
035_321_001_02_23.png,are those on which Appeal for Quasi misdecision,47
035_322_001_02_02.png,may have place as per Ch . XXI . § .,36
035_322_001_02_03.png,"Art . 12 . On both sorts of occasions , appli-",46
035_322_001_02_04.png,"-cations for a Quasi Jury hearing , is in effect",48
035_322_001_02_05.png,Appeal from a Judge Immediate without a,39
035_322_001_02_06.png,"Quasi Jury , to himself or another Judge of the",47
035_322_001_02_07.png,same Judicatory with a Quasi Jury . As to the,45
035_322_001_02_08.png,difference between this sort of virtual Appeal &,48
035_322_001_02_09.png,the Appeal so called to a distant Judicatory,44
035_322_001_02_11.png,Art . 13 . Not till after a hearing on the,42
035_322_001_02_12.png,points in question in the Immediate Judicatory,46
035_322_001_02_13.png,"before a Quasi Jury , can the suit be carried",45
035_322_001_02_14.png,by Appeal to an Appellate Judicatory .,38
035_322_001_02_15.png,Art . 14 . During the days of their appoint,43
035_322_001_02_16.png,"-ed service , the Quasi Jury when not in actual",47
035_322_001_02_17.png,"attendance in that character , take their station",49
035_322_001_02_18.png,"among the Judicial Visitors , in the Visitors Gal-",50
035_322_001_02_19.png,lery as per Ch . XVII S . during the performance,48
035_322_001_02_20.png,of original examinations .,26
035_323_001_03_02.png,S . 2 . Composition :  number,29
035_323_001_03_03.png,Art . 1 . In every Quasi Jury are two classes,45
035_323_001_03_04.png,"of Quasi Jurors the ordinary , and the Select .",47
035_323_001_03_05.png,Art . 2 . In every Quasi Jury that a deciding,45
035_323_001_03_06.png,"voice may never be wanting , the number of Quasi",48
035_323_001_03_07.png,"Jurors , is an odd number :  ordinary number three .",52
035_323_001_03_08.png,"For this or that particular purpose , the Legislature",53
035_323_001_03_09.png,"will give encrease to the number , if and where it",50
035_323_001_03_10.png,sees convenient . Number of the ordinary at least,49
035_323_001_03_11.png,twice as great as of the Select .,33
035_323_001_03_12.png,Art . 3 . For appropriate moral aptitude &,42
035_323_001_03_13.png,thence for giving determination to the will of the,50
035_323_001_03_14.png,"aggregate body , the ordinary are more particularly",51
035_323_001_03_15.png,looked to :  their interest being that of the greatest,54
035_323_001_03_16.png,number :  for appropriate intellectual & active ap-,51
035_323_001_03_17.png,"-titude , for information & occasional aid and guid-",52
035_323_001_03_18.png,"ance to the judgement of his or their colleagues ,",50
035_323_001_03_20.png,Art . 4 . Foreman a select Juryman :  saving to,47
035_323_001_03_21.png,the majority the power of locating out of their own,51
035_323_001_03_22.png,number a different one .,24
035_324_001_02_03.png,Art . 1 . The functions exercised by Quasi-Jurors,49
035_324_001_02_05.png,1 . Exercised by each of them in his individual,47
035_324_001_02_06.png,"capacity are , as per Ch . XI . S . 1 . the auditive , 2 . the",62
035_324_001_02_07.png,lective ; 3 . the inspective ; 4 the interrogative :  5 . the,61
035_324_001_02_09.png,"Art . 2 . Exercised by them no otherwise , than in a",52
035_324_001_02_10.png,"body are . 1 . the apinative , 2 the appeal licensing .",55
035_324_001_02_11.png,Art . 3 . Shared with the Judge by the Quasi Ju-,48
035_324_001_02_12.png,ry in a body is the apinative :  not shared with him,52
035_324_001_02_14.png,Art . 4 . I . Auditive function . In the exercise of,52
035_324_001_02_15.png,this function they have at the same time with the,49
035_324_001_02_16.png,"Judge , the hearing of such discourses , as being utter",55
035_324_001_02_17.png,"ed in the Judicial theatre , are capable of contri-",51
035_324_001_02_18.png,-buting in the character of grounds of decision to,50
035_324_001_02_19.png,the formation of the several decrees pronounced by,50
035_324_001_02_21.png,Art . 5 . So not only all such discourses of the,48
035_324_001_02_22.png,"Judge as are in a direct way addressed to them ,",48
035_324_001_02_23.png,"but moreover , all such as are addressed by him ,",49
035_325_001_02_02.png,on the occasion of this suit to any other of the,48
035_325_001_02_03.png,actors on the Judicial Theatre :  as to whom Se ChXI.5,54
035_325_001_02_04.png,Art.6.II . Lecture function . In the exercise of,48
035_325_001_02_05.png,this function they share with the Judge in the pe,49
035_325_001_02_06.png,rusal of all evidentiary and other written or,45
035_325_001_02_07.png,otherwise visibly expressed portions of relevant,48
035_325_001_02_09.png,Ant . 7.III . Inspective function . In the exer-,48
035_325_001_02_10.png,"cise of this function , they share with him in",46
035_325_001_02_11.png,"the inspection , not only of all evidentiary & other",52
035_325_001_02_12.png,written written or otherwise visibly expressed por-,51
035_325_001_02_13.png,"-tions of discourse , but also of all persons & things",54
035_325_001_02_14.png,serving as sources of real evidence .,37
035_325_001_02_15.png,Ant .8.IV . Interrogative function . In the ex-,47
035_325_001_02_16.png,"ercise of this function , they address themselves",49
035_325_001_02_17.png,to any of the actions on the Judicial Theatre .,47
035_325_001_02_18.png,As to the mode of giving effect to the desire,45
035_325_001_02_19.png,"signified by such experience , see Procedure Code",49
035_325_001_02_21.png,Art 9 . V . Commentative function . In the,42
035_325_001_02_22.png,"exercise of this function , they take for the sub-",50
035_325_001_02_23.png,"ject of their remarks , not only the evidence even",50
035_327_001_02_02.png,Art. II. VII. Appeal warranting function. A certain,51
035_327_001_02_03.png,"class of penal cases there is, in relation to which by",54
035_327_001_02_04.png,"reason of the concurrence of certain circumstances, it",54
035_327_001_02_05.png,may happen that in the eyes of the Legislature the,50
035_327_001_02_06.png,"certain evil composed of delay, vexation and expence",52
035_327_001_02_07.png,"to parties injured, might perhaps be not improperly",51
035_327_001_02_08.png,regarded as outweighing the possible chance of effec,52
035_327_001_02_09.png,tive mis-decision to the prejudice of the defendant,51
035_327_001_02_10.png,"on the part of the Immediate Judicatory, in which",49
035_327_001_02_11.png,case it may perhaps be deemed fit by the Le-,44
035_327_001_02_12.png,"-gislature, in the framing of the Penal Code, to",48
035_327_001_02_13.png,"lay down as the general rule, that in these easy",48
035_327_001_02_14.png,Appeal shall not have place. Offences of indigent,49
035_327_001_02_15.png,"depredation, or say of predatory indigence, is the",50
035_327_001_02_16.png,appellation which may serve for a general indication,52
035_327_001_02_17.png,of the class of offences here in view. As to the enu-,53
035_327_001_02_18.png,"meration of these offences, See Procedure Code tit.",51
035_327_001_02_20.png,"Art. 12. Among two circumstances, by the consider-",50
035_327_001_02_21.png,"-ation of which, this opinion may on the part of the",52
035_327_001_02_22.png,Legislature be perhaps produced are the following,49
035_328_001_02_02.png,1 . The mischievousness of the office .,39
035_328_001_02_03.png,"2 . The unavoidable severity of the punishment , al-",52
035_328_001_02_04.png,tho '  no ultimately irriparable evil should be involved,56
035_328_001_02_06.png,"3 . The comparative multitude of affenders , relation",53
035_328_001_02_07.png,had to affenders by other crimes .,34
035_328_001_02_08.png,"4 . The comparative improbability , even of prosecu-",52
035_328_001_02_09.png,-tion to the prejudice of the relatively innocent .,51
035_328_001_02_10.png,5 . The otherwise certain multiplicity of groundless,52
035_328_001_02_11.png,"Appeals , on the part of those who are guilty :  name",53
035_328_001_02_12.png,ly for the chance of ultimate impunity coupled with,51
035_328_001_02_13.png,the certainty of intermedial respite .,38
035_328_001_02_14.png,Art . 13 . In these cases in the exercise of its,48
035_328_001_02_15.png,"Appeal - licensing function , the Quasi Jury in any",51
035_328_001_02_16.png,"instance in which it appears to them , that the de-",51
035_328_001_02_17.png,-cision of the Immediate ought to be subject to,47
035_328_001_02_18.png,"the revision of the Appellate Judicatory , make de-",51
035_328_001_02_19.png,-claration to this effect in and by an appropriate,50
035_328_001_02_20.png,apinative decree :  which done the record goes up to,52
035_328_001_02_21.png,"the Appellate Judicatory , as in other cases . As to",52
035_328_001_02_22.png,the particular effect given to the Appeal thus,46
035_328_001_02_23.png,see Procedure Code . Tit . Quasi Trial .,40
035_328_001_02_24.png,So as to the form of registration in relation to it .,53
071_002_002_04_01.png,"gunpowder not properly secured  ; and you , being at a dis :",60
071_002_002_04_02.png,": tance and knowing him to be deaf , throw a stick at him",57
071_002_002_04_03.png,which beats the candle out of his hand or knocks him,52
071_002_002_04_04.png,down before he gets open the door .,35
071_002_002_04_05.png,But the assaulter shall make compensation to the,48
071_002_002_04_06.png,party assaulted and receive that or more from the neigh :,57
071_002_002_04_07.png,: bourhood thus saved . How the Neighbourhood is to be,54
071_002_002_04_08.png,made to pay - See in the Law of Parish Taxes .,46
071_002_002_04_09.png,For the cases in which it is lawful to trespass against,55
071_002_002_04_10.png,the persons of others in order to guard against Danger,54
071_002_002_04_11.png,1 . From the fall of buildings . See Laws concerning ruinous build :,68
071_002_002_04_13.png,2 . From inundation . See the Law concerning Inundation .,57
071_002_002_04_14.png,3 . From the sinking or stranding of navigable Vessels . See the,64
071_002_002_04_15.png,Sea-faring-Man ' s Law :,24
071_002_002_04_16.png,4 . From the Explosion of Gunpowder . See Laws concerning the,61
071_002_002_04_17.png,keeping and carriage of Gunpowder .,35
071_002_002_04_18.png,5 . From Fire . See 1 . Laws concerning buildings 2 . The House :,65
071_002_002_04_20.png,": holder ' s Law , concerning accidents by Fire . 3 . The Sea-faring-",69
071_002_002_04_21.png,man ' s Law . Sect concerning accidents by Fire . 5 . The Miner ' s,67
071_002_002_04_22.png,Law - Sect concerning accidents by Fire . 6 . The Turpentine,60
071_002_002_04_23.png,Distiller ' s Law :  Sect . Concerning accidents by Fire 7 . The,64
071_002_003_04_01.png,founder ' s Law . 8 . The Chymists Law &c . &c .,48
071_002_003_04_02.png,6 . From Storms . See the Seafaring-man ' s Law Sect . Con-,59
071_002_003_04_04.png,7 . From the Plague and other infectious diseases . See Laws,60
071_002_003_04_05.png,concerning the Plague &c .,26
071_002_003_04_06.png,8 . From Persons insane :  See Laws concerning persons,54
071_002_003_04_07.png,insane or 1 . The Madman ' s Law :  2 . The Ideot ' s Law . 2 . The,67
071_002_003_04_09.png,Instructions to the Legislator .,32
071_002_003_04_10.png,It is not clear that in every one of the several titles of,58
071_002_003_04_11.png,Law above mentioned there will need a provision or set of,57
071_002_003_04_12.png,"provisions , authorising one person to trespass upon the per-",61
071_002_003_04_13.png,: son of another . To determine that question with respect to,61
071_002_003_04_14.png,any of them would be to enter upon a branch of Law fo :,55
071_002_003_04_15.png,: reign to that in hand . Nor with respect to every one of,58
071_002_003_04_16.png,"these titles could such provisions be exhibited in terminis ,",61
071_002_003_04_17.png,in any book of universal Law :  since they will need to be,58
071_002_003_04_18.png,different according to the various local circumstances of dif :,63
071_002_003_04_19.png,: ferent states and provinces . The above references are exhi :,63
071_002_003_04_20.png,": bited only in the way of example , to give a general idea )",61
071_002_003_04_21.png,of the mode of reference to be adopted on an occa :,51
071_002_003_04_22.png,": sion , like the present .",27
071_002_003_04_23.png,"In like manner , neither is it clear that the names",51
071_003_003_04_03.png,3 . Those of a Schoolmaster over his Scholar . See Law of School,64
071_003_003_04_04.png,masters and Scholars .,22
071_003_003_04_06.png,4 . Those of a Domestic Preceptor over his Pupil  . See Law of,62
071_003_003_04_07.png,Preceptors and Pupils .,23
071_003_003_04_09.png,5 . Those of a Guardian over his Ward  . See Law of Guardi :,60
071_003_003_04_11.png,6 Those of Adults over Infants in the same Family . See ib .,60
071_003_003_04_14.png,7 . Those of a Master over his Servant - See the Law of Ser,59
071_003_003_04_15.png,vants - The Law of Apprentices  _  Law of Journeymen  _  Law,60
071_003_003_04_16.png,of the Slaves .  ( a ),22
071_003_003_04_17.png,Justification 6.th Military Powers & Subservience,49
071_003_003_04_19.png,Powers which one man may have over the person of,48
071_003_003_04_20.png,another on a military account are,33
071_003_003_04_21.png,1 . Those of a military Superior over his Subordinates . For,60
071_003_003_04_22.png,Constitutional Code - Laws ofof,31
071_003_003_04_23.png,these See the Army and the Navy Laws .,38
071_003_003_04_24.png,2 . Those of a military officer over persons at large in a time,63
071_003_003_05_03.png,There ought to be a separate Title for every species,52
071_003_003_05_04.png,of servant which has any Article of Law peculiar to it .,56
071_003_004_04_01.png,of military necessity . See Martial Law :,41
071_003_004_04_02.png,3 . Those which persons at large may have over other per=,57
071_003_004_04_03.png,for the sake of military service,32
071_003_004_04_04.png,": sons at large , in a time of military Necessity . See Martial",63
071_003_004_04_06.png,Justification 7.th Furtherance of Justice .,43
071_003_004_04_07.png,Instructions to the Legislator .  _  Analytical View .,54
071_003_004_04_08.png,"With regard to the object , whatever is done for the purpos=",60
071_003_004_04_09.png,: es of Justice must be performed either upon the person of,59
071_003_004_04_10.png,"a man , or upon something that is , or is capable of being , a",62
071_003_004_04_11.png,"man ' s property . With regard to the occasion , it may be",58
071_003_004_04_12.png,performed either in the way of execution that is at the con=,60
071_003_004_04_13.png,: clusion of a suit ; or in the way of process ; that is during,63
071_003_004_04_14.png,the continuance of a suit . With regard to the person of,56
071_003_004_04_15.png,"the agent , it may be perfomed either by a regular offi=",56
071_003_004_04_16.png,": cer of Justice , or by a person at large ; and if by a per-",61
071_003_004_04_17.png,": son at large , either by special authority from an Officer",60
071_003_004_04_18.png,"of Justice , or without such authority .",40
071_003_004_04_20.png,Any thing done to a man ' s person by a Judge or,48
071_003_004_04_21.png,"other Officer of Justice in pursuance of his authority , or by",62
071_003_004_04_22.png,any  <gap/>  person whatsoever in due execution,47
071_003_004_04_23.png,due execution of any legal warrant given by a judge or,54
071_008_004_02_01.png,Of Excuses Extenuations,23
071_008_004_03_01.png,have occasioned a man by striking him ; and it appears that,59
071_008_004_03_02.png,you had no particular intention of striking him :  but yet,58
071_008_004_03_03.png,"that he was close to you ; insomuch that , had you but looked",61
071_008_004_03_04.png,"round to observe whether any person was in the way , you",56
071_008_004_03_05.png,must have seen him ; it will appear that your striking him,58
071_008_004_03_06.png,was an act of heedlessness . But this will not appear to,56
071_008_004_03_07.png,be the case if at the time of your beginning to move your,57
071_008_004_03_08.png,arm he was out of your reach and was bought within it,53
071_008_004_03_09.png,"unexpectedly and by accident , for instance by a shove from",59
071_008_004_03_10.png,another person ; or in a street upon his starting aside to,58
071_008_004_03_11.png,run over by a carriage,22
071_008_004_03_12.png,avoid being trampled upon by a horse  . So if a housemaid,57
071_008_004_03_13.png,by throwing water out of a window into a frequented street,58
071_008_004_03_14.png,were to splash a man or scald him :  or if a horseman by,56
071_008_004_03_15.png,riding full gallop in a crowded street were to beat a man,57
071_008_004_03_16.png,down ; or if a coachman by turning a corner furiously were,58
071_008_004_03_17.png,to drive over a man . These acts are all of them such as in ge=,63
071_008_004_03_19.png,: neral to be deemed acts of needlessness .,43
071_008_004_03_21.png,[  ( B )  Degree ]  1 . The degree of heedlessness is the greater the,69
071_008_004_03_22.png,danger would appear to a person of ordinary prudence ; in case of,65
071_008_004_03_23.png,a man ' s engaging in the act in question in the circumstances,62
071_008_004_03_25.png,2 . The greatness of the danger will depend upon a great,56
071_010_002_03_01.png,Of Excuses Extenuations,23
071_010_002_04_01.png,heedlessness is to a want of consciousness . See Excuses 1 .,60
071_010_002_04_02.png,Heedlessness consists in the not being conscious of a ma=,57
071_010_002_04_03.png,": terial circumstance which really exists , where there are",59
071_010_002_04_04.png,good or probable grounds for suspecting it to exist .,53
071_010_002_04_05.png,Rashness consists in the supposing a circumstance,49
071_010_002_04_06.png,"which , had it existed , would have been material to",52
071_010_002_04_07.png,exist where there were no good or probable grounds,50
071_010_002_04_08.png,for supposing it to exist entertaining such a supposition .,59
071_010_002_04_11.png,"In either case , the Mis-sup osal may have respect",50
071_010_002_04_13.png,either to the matter of fact or the matter of Law . It res=,59
071_010_002_04_14.png,: pects the matter of fact when the mistake is concerning,57
071_010_002_04_15.png,the existence of a fact or circumstance on which,48
071_010_002_04_16.png,you rely for your Justifiation . It respects the matter,55
071_010_002_04_17.png,"of Law , when the mistake is concerning the existence",53
071_010_002_04_19.png,"or import of a Law  , or rule of unwritten Law , which",54
071_010_002_04_20.png,you suppose to have established the fact or circumstance,56
071_010_002_04_21.png,in question as a ground of Justification .,42
071_010_002_04_23.png,[  ( A )  Fact ]  It matters not whether the mis-supposal re=,61
071_010_002_04_24.png,: spect actual past or present existence of the facts or circum=,64
071_010_003_03_01.png,Of Excuses Extenuations,23
071_010_003_04_01.png,"circumstances relied on as grounds of justification , if looked",63
071_010_003_04_02.png,upon as being past or present ; or the probability of their,59
071_010_003_04_03.png,existence if looked upon as future .,36
071_010_003_04_04.png,"Suppose for instance that , with a good intention ,",51
071_010_003_04_05.png,in order to save the life of a person bitten in the finger,58
071_010_003_04_06.png,"which you suppose is mad ,",26
071_010_003_04_07.png,"( as you suppose )  by a mad dog , you cut off the finger",57
071_010_003_04_08.png,against his will . here 1 . If the dog was not mad at,53
071_010_003_04_10.png,"the time he bit the person ' s finger , this was a mistake re=",62
071_010_003_04_11.png,: specting the actual past and present matter of fact . 2 . If,62
071_010_003_04_12.png,"immediate amputation does not surely cure , or if a cure",56
071_010_003_04_13.png,"might for a certainty be effected at a cheaper rate , either",60
071_010_003_04_14.png,of these are mistakes concerning the probable matter of,55
071_010_003_04_15.png,fact . 3 . If notwithstanding that the dog was mad at,53
071_010_003_04_16.png,"the time and that the amputation cured , and that a cure",56
071_010_003_04_17.png,"could not be effected at a cheaper rate , the law admitt=",57
071_010_003_04_18.png,: ed not the concurrence of these circumstaces as a,51
071_010_003_04_19.png,"justification for the cutting off a man ' s finger , this would",63
071_010_003_04_20.png,"be a mistake with regard to the matter of right , or in",55
071_010_003_04_21.png,other words of the matter of Law,32
071_010_003_04_23.png,[  ( B )  Law ]  See Excuse II,30
071_010_003_04_25.png,[  ( C )  Unwritten Law ]  See Excuse II,40
071_018_002_03_01.png,Of Simple Personal Injuries .,29
071_018_002_04_03.png,expose himself to circumstances injurious to health :  or by,60
071_018_002_04_04.png,obstructing relief :  as by removing bread out of the way of a hungry,69
071_018_002_04_05.png,man :  a medicine out of the way of a sick man :  or a catheter out of,70
071_018_002_04_06.png,the way of a man labouring under a suppression of urine .  +,60
071_018_002_04_07.png,[  ( D )  Uneasiness ]  It matters not how slight the contact is by,67
071_018_002_04_09.png,which the uneasiness is produced :  the touch however slight,60
071_018_002_04_10.png,may be sufficient to produce uneasiness in a man if it be,57
071_018_002_05_02.png,( a )  1 . For the cases in which a man may happen to be con=,61
071_018_002_05_03.png,: cerned in occasioning bodily pain or uneasiness in another by,63
071_018_002_05_04.png,"permanent practices , such as the carrying on of dangerous , offen=",67
071_018_002_05_05.png,": sive or unwholesome occupations , See refer to",48
071_018_002_05_06.png,1 . Laws relative to Householders in general .,46
071_018_002_05_07.png,2 . Laws relative to the several sorts of manufacturers or,58
071_018_002_05_08.png,shopkeepers whose trades are apt to occasion danger or annoy=,61
071_018_002_05_09.png,": ance ; such as Gunpowder Manufactories , Turpentine Distillers ,",66
071_018_002_05_10.png,"Manufacturers of Oil of Vitriol , Tanners , Tallow Chandlers ,",62
